KEY	DT_OPERACAO	VLR_RENDA_LIQUIDA	GRAU_DE_INSTRUCAO	VLR_SOLICITADO	VLR_PARCELA	UF	SEXO	QTD_PARCELAS	PRODUTO	ALVO	IDADE	SCORE
956	08/08/2016	573.61	ENSINO FUNDAMENTAL COMPLETO                                                                         	952.07	251.72	PE	M	12	7817	0	54	59.21
957	27/01/2016	880.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1680.91	391.52	PE	F	12	7770	0	67	66.59
958	10/08/2016	594.60	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	988.06	265.90	PE	M	12	7817	0	66	68.07
959	05/05/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	1039.33	232.04	CE	F	12	7770	0	60	62.71
960	09/06/2016	926.36	ENSINO MEDIO COMPLETO                                                                               	1889.50	409.60	CE	F	12	7770	0	56	56.29
961	20/06/2016	1470.67	ENSINO MEDIO COMPLETO                                                                               	2561.02	512.07	MG	F	12	7770	0	56	43.41
962	05/08/2016	880.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	741.11	183.23	RS	F	12	7770	1	61	44.62
963	09/09/2016	1591.48	EDUCACAO SUPERIOR COMPLETO                                                                          	3254.26	703.96	GO	F	12	7770	0	59	51.74
964	19/08/2016	2027.70	ENSINO MEDIO COMPLETO                                                                               	2130.00	432.38	MG	M	12	7770	1	46	33.15
965	28/09/2016	577.29	ENSINO MEDIO INCOMPLETO                                                                             	1080.20	255.01	MG	M	12	7817	0	53	47.16
966	15/08/2016	1653.50	ENSINO MEDIO COMPLETO                                                                               	1218.19	250.64	PE	M	12	7770	1	66	70.84
967	20/09/2016	605.54	ENSINO MEDIO COMPLETO                                                                               	959.10	228.14	PR	M	12	7831	1	69	92.05
968	03/10/2016	612.40	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	779.54	176.37	PE	M	12	7831	0	68	95.69
969	13/05/2016	880.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1799.37	391.39	PB	F	12	7770	1	41	27.99
970	29/07/2016	575.62	ENSINO FUNDAMENTAL COMPLETO                                                                         	640.78	140.93	RJ	F	12	7770	0	58	70.78
971	18/07/2016	1564.39	ENSINO MEDIO COMPLETO                                                                               	1922.26	393.04	RJ	F	12	7770	0	61	62.25
972	25/08/2016	611.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1079.94	271.39	BA	M	12	7817	0	40	34.64
973	21/10/2016	6262.68	EDUCACAO SUPERIOR COMPLETO                                                                          	400.00	105.50	AM	M	10	7770	0	48	77.75
974	17/10/2016	574.55	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1002.90	252.14	SP	M	12	7817	0	71	68.54
975	28/10/2016	425.35	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	817.45	191.41	BA	F	12	7770	0	35	49.57
976	12/07/2016	616.26	ENSINO MEDIO INCOMPLETO                                                                             	1093.60	239.96	RJ	F	12	7770	0	60	72.85
977	28/09/2016	3340.18	ENSINO MEDIO COMPLETO                                                                               	1500.00	358.58	MG	F	12	7770	1	50	21.06
978	26/04/2016	572.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1148.48	255.90	PE	F	12	7817	0	48	58.74
979	14/10/2016	842.49	ENSINO MEDIO COMPLETO                                                                               	1424.73	375.36	SP	F	12	7817	1	43	42.22
980	27/04/2016	1716.17	ENSINO MEDIO COMPLETO                                                                               	1052.54	243.14	RN	F	12	7770	0	59	66.74
981	31/05/2016	2551.86	ENSINO MEDIO COMPLETO                                                                               	4000.00	1059.59	BA	F	8	7817	1	55	32.82
982	12/09/2016	880.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	957.74	205.00	PE	M	12	7831	0	71	92.10
983	01/02/2016	1764.56	ENSINO MEDIO COMPLETO                                                                               	2184.93	475.01	PR	F	12	7770	0	46	49.69
984	10/06/2016	1137.05	EDUCACAO SUPERIOR INCOMPLETO                                                                        	1645.96	354.73	PE	F	12	7770	0	55	69.17
985	06/06/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	1165.48	252.92	AL	F	12	7770	0	61	72.37
986	27/09/2016	577.27	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	1102.13	258.37	RS	M	12	7770	1	57	51.72
987	25/04/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	1147.38	252.93	BA	F	12	7770	0	61	70.36
988	04/10/2016	1536.87	ENSINO MEDIO COMPLETO                                                                               	324.87	73.07	RJ	M	12	7770	1	75	84.47
989	18/10/2016	3158.30	ENSINO MEDIO COMPLETO                                                                               	700.00	169.15	RO	M	8	7770	0	65	46.32
990	09/06/2016	1689.37	ENSINO MEDIO COMPLETO                                                                               	1200.00	305.47	SP	M	12	7817	0	59	47.14
991	02/08/2016	1533.89	ENSINO MEDIO COMPLETO                                                                               	1500.00	393.72	SP	M	9	7817	0	54	55.44
992	15/09/2016	3068.92	ENSINO MEDIO COMPLETO                                                                               	2034.38	436.78	RR	F	12	7770	1	61	30.44
993	03/08/2016	880.00	ENSINO FUNDAMENTAL COMPLETO                                                                         	1000.00	240.83	PE	M	12	7770	0	27	8.47
994	18/07/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	1226.21	252.92	PB	M	12	7770	0	66	62.07
995	19/02/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	650.00	155.86	SP	M	12	7770	0	63	68.37
996	21/10/2016	2168.89	ENSINO MEDIO COMPLETO                                                                               	529.48	124.24	PB	F	8	7770	0	55	73.02
997	20/05/2016	572.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1050.21	255.90	AL	F	12	7817	0	57	64.55
998	01/07/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1468.04	393.69	PB	F	12	7817	0	55	32.97
999	10/08/2016	1403.88	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	2658.71	607.96	RS	M	12	7770	1	44	4.22
1000	23/09/2016	880.00	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	366.42	81.49	PE	M	12	7770	1	65	77.24
