KEY	DT_OPERACAO	VLR_RENDA_LIQUIDA	GRAU_DE_INSTRUCAO	VLR_SOLICITADO	VLR_PARCELA	UF	SEXO	QTD_PARCELAS	PRODUTO	ALVO	IDADE	SCORE
211	27/09/2016	880.00	ANALFABETO                                                                                          	1929.32	437.27	PB	F	12	7831	1	65	60.36
212	13/04/2016	2673.84	ENSINO MEDIO COMPLETO                                                                               	734.69	155.48	PE	M	12	7770	0	67	66.06
213	18/08/2016	1061.13	ENSINO MEDIO COMPLETO                                                                               	892.75	180.49	SP	M	12	7770	0	66	76.19
214	15/07/2016	880.00	ANALFABETO                                                                                          	1567.39	391.39	ES	F	12	7817	0	47	37.83
215	01/09/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1789.62	391.50	BA	M	12	7770	0	71	57.13
216	20/09/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	893.13	227.96	SP	F	12	7770	0	66	33.16
217	12/08/2016	1379.91	ENSINO MEDIO COMPLETO                                                                               	1642.84	343.99	ES	M	12	7770	0	72	68.40
218	06/06/2016	572.00	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	952.65	252.93	PE	M	12	7817	0	66	80.37
219	14/10/2016	837.06	ENSINO MEDIO COMPLETO                                                                               	1000.00	205.20	SP	M	12	7770	0	52	62.46
220	15/06/2016	841.85	ENSINO MEDIO COMPLETO                                                                               	789.72	162.59	AL	F	12	7770	0	48	67.73
221	24/08/2016	848.15	ENSINO FUNDAMENTAL COMPLETO                                                                         	385.64	90.74	AM	M	12	7770	0	51	81.68
222	16/03/2016	1720.47	EDUCACAO SUPERIOR COMPLETO                                                                          	1200.00	247.22	SP	F	12	7770	0	75	77.00
223	13/10/2016	574.72	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1359.40	282.67	BA	M	12	7831	0	55	75.46
224	19/10/2016	1144.20	ENSINO MEDIO COMPLETO                                                                               	1943.38	491.74	SP	M	12	7770	0	40	16.68
225	15/08/2016	1368.82	ENSINO MEDIO COMPLETO                                                                               	1000.00	211.32	SE	F	12	7770	1	38	51.19
226	07/10/2016	572.01	ENSINO MEDIO COMPLETO                                                                               	700.00	152.83	MG	M	12	7770	0	71	77.52
227	05/08/2016	1788.00	ENSINO MEDIO COMPLETO                                                                               	800.00	173.42	SP	F	12	7770	0	44	46.57
228	27/10/2016	880.00	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	1639.05	391.40	PE	F	12	7770	0	68	71.96
229	12/05/2016	572.00	ANALFABETO                                                                                          	1034.61	247.07	SP	F	12	7817	0	69	70.62
230	22/08/2016	880.00	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1892.22	386.84	PE	F	12	7770	0	28	42.51
231	02/06/2016	1050.02	ENSINO MEDIO COMPLETO                                                                               	1095.46	298.07	SP	F	11	7817	0	52	73.93
232	24/08/2016	1080.00	ENSINO MEDIO INCOMPLETO                                                                             	1944.79	482.96	SP	F	12	7817	0	50	47.93
233	08/08/2016	560.56	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1085.21	234.90	PE	M	12	7770	0	71	38.77
234	10/08/2016	2218.74	ENSINO MEDIO INCOMPLETO                                                                             	973.62	211.86	PA	F	12	7770	0	61	66.97
235	04/08/2016	1563.83	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1033.56	232.92	AL	F	12	7770	0	61	66.68
236	12/09/2016	1697.09	ENSINO MEDIO COMPLETO                                                                               	500.00	130.00	PE	F	12	7770	0	64	45.36
237	22/07/2016	964.00	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1455.24	347.96	PE	F	12	7770	1	64	82.12
238	22/07/2016	1274.97	ENSINO FUNDAMENTAL COMPLETO                                                                         	2299.93	563.12	SP	F	8	7770	1	62	39.07
239	14/10/2016	876.11	ENSINO FUNDAMENTAL COMPLETO                                                                         	1000.00	263.46	AM	M	12	7817	0	63	77.65
240	24/05/2016	2301.22	ENSINO MEDIO COMPLETO                                                                               	4249.90	1011.61	AL	M	12	7817	1	64	34.89
241	21/06/2016	622.05	ENSINO FUNDAMENTAL COMPLETO                                                                         	1000.00	202.08	PB	F	12	7770	0	53	56.96
242	17/02/2016	706.07	ENSINO MEDIO COMPLETO                                                                               	800.00	187.40	PB	M	8	7770	1	38	73.30
243	10/10/2016	2014.01	ENSINO MEDIO COMPLETO                                                                               	1358.01	292.82	RJ	M	12	7770	0	55	48.49
244	27/09/2016	575.39	ENSINO MEDIO COMPLETO                                                                               	765.46	226.02	MG	F	12	7770	1	54	21.73
245	18/08/2016	1367.68	EDUCACAO SUPERIOR INCOMPLETO                                                                        	2000.00	404.34	PA	M	12	7770	0	47	52.74
246	18/08/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1520.37	383.58	RS	F	12	7817	1	37	21.54
247	26/09/2016	609.94	ENSINO FUNDAMENTAL COMPLETO                                                                         	1207.98	269.70	RS	F	12	7770	0	68	63.89
248	20/10/2016	1323.89	ENSINO MEDIO COMPLETO                                                                               	664.19	168.30	SP	F	12	7770	0	50	34.72
249	25/08/2016	1746.65	ENSINO MEDIO COMPLETO                                                                               	1126.02	285.08	MG	M	12	7817	0	62	41.02
250	21/10/2016	621.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1108.96	277.70	SP	F	12	7817	1	64	62.65
251	18/07/2016	572.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1003.49	231.68	PE	M	12	7817	0	45	69.85
252	04/07/2016	880.00	DOUTORADO COMPLETO                                                                                  	1000.00	262.20	ES	F	12	7817	0	36	42.23
253	13/10/2016	618.21	MESTRADO COMPLETO                                                                                   	600.00	121.28	PE	F	12	7770	0	52	79.50
254	01/04/2016	572.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1120.12	245.25	PE	M	12	7770	0	76	87.76
255	08/07/2016	714.43	ENSINO MEDIO COMPLETO                                                                               	1201.56	319.61	RS	M	12	7817	1	58	44.18
256	10/10/2016	598.49	ENSINO MEDIO COMPLETO                                                                               	1066.47	221.30	RJ	M	12	7770	0	52	57.55
257	29/09/2016	2040.88	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1334.01	301.06	SP	F	12	7770	1	61	55.15
258	14/10/2016	771.91	ENSINO MEDIO COMPLETO                                                                               	1227.91	332.42	MG	F	12	7817	0	53	41.94
259	15/07/2016	880.00	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	1846.10	393.69	PB	M	12	7770	0	55	40.56
260	11/10/2016	574.98	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	846.32	219.86	SP	F	12	7770	1	71	33.57
261	07/10/2016	1602.93	ENSINO MEDIO COMPLETO                                                                               	400.00	86.15	RJ	M	12	7770	0	69	82.34
262	22/09/2016	577.40	ENSINO FUNDAMENTAL COMPLETO                                                                         	1067.13	254.81	RS	F	12	7770	0	65	63.37
263	15/09/2016	1946.93	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1000.00	206.89	RJ	M	12	7770	0	64	61.07
264	31/03/2016	3617.42	ENSINO MEDIO COMPLETO                                                                               	5000.00	1129.67	PE	F	12	7770	0	52	30.86
265	25/05/2016	880.00	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	556.97	130.75	PE	F	12	7770	0	58	72.02
266	13/10/2016	880.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1426.46	388.60	MG	F	12	7817	0	78	49.18
267	01/08/2016	574.00	ENSINO FUNDAMENTAL COMPLETO                                                                         	1174.41	253.81	SP	M	12	7817	1	49	45.46
268	15/09/2016	574.21	ENSINO FUNDAMENTAL COMPLETO                                                                         	999.69	210.25	RS	F	12	7770	0	61	67.05
269	20/09/2016	804.60	ENSINO MEDIO COMPLETO                                                                               	1067.09	255.90	MG	F	12	7770	0	40	49.98
270	11/10/2016	2450.66	ENSINO MEDIO COMPLETO                                                                               	1000.00	222.79	SP	F	10	7770	0	62	74.41
271	10/10/2016	1589.07	ENSINO MEDIO COMPLETO                                                                               	2888.34	606.71	RS	F	12	7770	0	56	45.34
272	12/08/2016	1172.21	ENSINO MEDIO COMPLETO                                                                               	1883.54	513.81	ES	F	12	7817	1	58	39.66
273	10/06/2016	1268.33	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	2508.61	542.74	CE	M	12	7770	1	64	43.74
274	28/10/2016	880.00	EDUCACAO SUPERIOR COMPLETO                                                                          	1539.58	393.71	AL	M	8	7770	1	24	31.99
275	14/07/2016	1941.56	ENSINO MEDIO COMPLETO                                                                               	540.13	112.04	SP	M	12	7770	0	60	72.76
276	19/07/2016	2955.18	ENSINO MEDIO COMPLETO                                                                               	5000.00	1204.66	BA	M	12	7770	1	78	37.23
277	11/08/2016	880.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1483.37	391.06	PB	F	12	7817	1	39	24.26
278	22/09/2016	3673.52	ENSINO MEDIO COMPLETO                                                                               	4000.00	1000.90	AL	F	10	7770	0	46	47.74
279	21/10/2016	573.57	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	405.27	125.10	SP	M	11	7770	0	74	61.55
280	22/07/2016	604.48	ENSINO MEDIO COMPLETO                                                                               	852.31	203.97	RR	F	12	7770	0	40	29.35
281	18/10/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1400.00	383.19	SP	M	11	7817	0	50	58.29
282	12/08/2016	2322.09	ENSINO MEDIO COMPLETO                                                                               	2500.00	681.97	RJ	F	12	7817	1	58	26.32
283	29/09/2016	880.00	MESTRADO COMPLETO                                                                                   	1669.88	393.69	BA	F	12	7770	0	40	34.21
284	25/07/2016	818.66	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	586.97	149.44	SP	M	12	7770	1	57	31.70
285	21/10/2016	573.48	ENSINO MEDIO COMPLETO                                                                               	971.19	225.48	PE	M	12	7770	1	64	76.52
286	21/09/2016	573.36	ENSINO MEDIO INCOMPLETO                                                                             	947.35	214.49	PB	M	12	7831	1	69	80.16
287	27/07/2016	574.90	ENSINO MEDIO COMPLETO                                                                               	1174.15	257.19	SP	F	12	7817	0	60	55.01
288	05/08/2016	2201.22	ENSINO MEDIO INCOMPLETO                                                                             	1595.25	372.62	PA	M	12	7770	1	40	10.28
289	21/06/2016	1945.78	ENSINO MEDIO COMPLETO                                                                               	2977.20	701.94	PE	F	12	7770	0	69	53.21
290	20/09/2016	623.46	ENSINO MEDIO COMPLETO                                                                               	1053.33	255.79	SP	F	12	7770	0	49	60.22
291	02/08/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	980.60	225.72	RS	F	12	7770	0	53	37.40
292	16/09/2016	846.33	ENSINO MEDIO COMPLETO                                                                               	500.00	184.50	RJ	M	8	7817	0	26	7.52
293	12/07/2016	2075.97	ENSINO MEDIO COMPLETO                                                                               	2499.43	521.21	PE	M	12	7770	1	64	63.08
294	11/08/2016	1271.51	ENSINO FUNDAMENTAL COMPLETO                                                                         	2057.53	564.81	MG	F	12	7817	0	55	36.31
295	17/08/2016	802.19	ENSINO FUNDAMENTAL COMPLETO                                                                         	1026.18	256.42	RS	F	12	7817	0	64	50.97
296	22/09/2016	1589.03	ENSINO MEDIO COMPLETO                                                                               	3350.72	794.25	PB	F	12	7831	0	33	37.36
297	19/10/2016	2968.14	ENSINO MEDIO COMPLETO                                                                               	2000.00	549.67	RS	F	12	7770	1	37	8.60
298	08/08/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1496.73	313.58	BA	M	12	7770	1	28	22.66
299	29/09/2016	1081.59	ENSINO MEDIO COMPLETO                                                                               	1497.45	426.93	SP	F	8	7770	1	33	12.82
300	05/09/2016	575.18	ENSINO MEDIO COMPLETO                                                                               	799.57	193.25	RS	F	8	7770	0	55	66.19
301	27/10/2016	880.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1656.71	388.61	SP	F	12	7817	0	59	53.56
302	15/07/2016	1017.31	ENSINO MEDIO COMPLETO                                                                               	1246.99	269.89	SP	F	12	7770	0	66	69.52
303	27/09/2016	711.59	ENSINO MEDIO COMPLETO                                                                               	1364.27	319.68	PE	M	12	7831	0	39	75.27
304	26/08/2016	1351.89	ENSINO MEDIO COMPLETO                                                                               	936.06	216.08	PE	M	12	7770	1	66	76.81
305	05/10/2016	689.82	ENSINO MEDIO COMPLETO                                                                               	1199.65	268.27	RJ	M	12	7770	1	68	72.35
306	10/05/2016	1510.93	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	600.00	152.47	ES	M	12	7817	0	57	61.50
307	22/07/2016	2952.13	POS-GRADUACAO COMPLETO                                                                              	1915.26	453.43	DF	M	12	7817	0	55	36.28
308	13/04/2016	572.00	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1222.28	254.41	AL	F	12	7770	1	38	54.27
309	13/07/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1222.45	254.41	RJ	F	12	7770	1	66	63.48
310	08/07/2016	574.17	ENSINO MEDIO COMPLETO                                                                               	683.87	148.25	RJ	M	12	7770	0	51	63.65
311	27/09/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1528.99	381.23	AM	M	12	7817	0	67	65.05
312	22/08/2016	578.00	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1055.58	253.49	PE	M	12	7817	0	72	82.72
313	14/10/2016	573.78	ENSINO MEDIO COMPLETO                                                                               	1199.26	283.48	BA	F	12	7831	0	53	79.29
314	26/04/2016	2161.19	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	4080.32	933.23	SP	F	12	7770	1	70	44.38
315	25/07/2016	768.69	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1436.14	337.42	RS	M	12	7817	0	58	38.51
316	20/07/2016	2124.13	ENSINO MEDIO COMPLETO                                                                               	884.56	211.88	SP	F	12	7770	1	52	56.23
317	06/07/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1426.22	378.58	PE	F	12	7817	1	23	29.17
318	31/08/2016	4493.70	EDUCACAO SUPERIOR COMPLETO                                                                          	5000.00	1179.05	PA	M	12	7770	1	55	7.83
319	26/09/2016	880.00	ENSINO FUNDAMENTAL COMPLETO                                                                         	1521.05	386.02	AM	M	12	7817	0	67	71.37
320	20/10/2016	894.58	ENSINO MEDIO COMPLETO                                                                               	1200.00	290.29	CE	M	8	7770	0	74	89.83
321	07/10/2016	2092.34	ENSINO MEDIO COMPLETO                                                                               	2939.78	787.48	RN	M	12	7770	1	53	6.92
322	21/09/2016	979.63	ENSINO MEDIO COMPLETO                                                                               	360.71	86.00	RJ	F	12	7770	0	63	80.82
323	27/09/2016	688.62	ENSINO MEDIO COMPLETO                                                                               	1253.71	300.93	RS	F	12	7770	1	36	40.86
324	13/10/2016	2279.58	ENSINO MEDIO COMPLETO                                                                               	2000.00	415.88	BA	M	12	7770	0	60	49.95
325	11/08/2016	637.43	ENSINO MEDIO COMPLETO                                                                               	1186.76	263.22	RJ	M	12	7770	0	57	65.19
326	16/09/2016	1901.32	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	698.65	149.03	RS	M	12	7770	0	64	37.37
327	26/08/2016	913.45	ENSINO FUNDAMENTAL COMPLETO                                                                         	1624.74	405.93	CE	M	12	7817	0	62	51.41
328	05/08/2016	1821.15	ENSINO MEDIO COMPLETO                                                                               	700.00	154.23	PE	F	12	7770	1	46	66.37
329	25/10/2016	2010.13	ENSINO MEDIO COMPLETO                                                                               	2983.70	734.96	SP	M	12	7770	1	30	1.38
330	16/05/2016	572.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1243.05	252.92	PE	M	12	7770	1	77	89.08
331	16/08/2016	617.53	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1148.91	276.39	PE	F	12	7770	0	67	81.47
332	07/10/2016	2578.53	ENSINO MEDIO COMPLETO                                                                               	675.62	148.26	RJ	F	12	7770	1	61	72.62
333	12/05/2016	2761.55	ENSINO FUNDAMENTAL COMPLETO                                                                         	1000.00	211.60	PE	F	12	7770	0	67	77.61
334	18/07/2016	2624.16	ENSINO MEDIO COMPLETO                                                                               	2300.00	553.74	RS	F	12	7817	1	61	40.99
335	15/07/2016	576.51	ANALFABETO                                                                                          	1032.24	252.92	PB	F	12	7817	1	58	42.37
336	04/10/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1500.00	328.83	BA	M	12	7770	0	37	27.76
337	09/09/2016	1925.16	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	1000.00	271.52	CE	F	12	7770	1	27	14.02
338	16/09/2016	574.41	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1407.31	287.20	PE	F	12	7831	0	62	92.00
339	20/06/2016	1125.83	POS-GRADUACAO COMPLETO                                                                              	1500.00	361.26	SP	F	12	7817	0	52	48.00
340	11/05/2016	880.00	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	1493.87	381.62	PB	F	12	7817	1	32	24.92
341	10/05/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	684.38	165.36	PB	F	12	7770	1	38	51.69
342	27/07/2016	574.16	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	1095.56	245.52	BA	F	12	7817	1	58	64.48
343	06/10/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	879.23	248.04	BA	F	12	7770	1	48	25.31
344	29/07/2016	574.00	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	1179.20	256.79	RN	F	12	7817	0	62	73.79
345	31/05/2016	572.00	ANALFABETO                                                                                          	1181.17	252.42	BA	F	12	7770	0	67	75.18
346	01/07/2016	681.08	ENSINO MEDIO COMPLETO                                                                               	1108.30	304.70	PE	F	12	7817	1	57	69.90
347	21/09/2016	1145.45	ENSINO MEDIO COMPLETO                                                                               	487.54	114.44	SP	M	12	7770	0	77	75.28
348	13/05/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	1186.43	255.90	AL	F	12	7770	1	50	65.81
349	27/07/2016	1987.52	ENSINO MEDIO COMPLETO                                                                               	2035.46	493.59	DF	M	12	7770	1	55	14.56
350	09/06/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	1167.86	246.84	SP	M	12	7770	0	61	62.68
351	22/07/2016	589.08	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1101.99	263.49	PE	F	12	7770	0	71	76.05
352	22/04/2016	572.00	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1252.01	252.97	PE	M	12	7770	0	70	85.00
353	20/06/2016	880.00	MESTRADO COMPLETO                                                                                   	1923.46	384.59	BA	F	12	7770	0	39	32.29
354	10/08/2016	1902.08	ENSINO MEDIO COMPLETO                                                                               	3142.75	698.27	BA	F	12	7770	0	70	22.90
355	19/05/2016	1204.22	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	2221.59	535.60	SP	M	12	7817	0	55	31.87
356	24/05/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	1022.04	241.34	RJ	F	12	7770	0	67	81.39
357	12/04/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	1192.04	251.44	PB	F	12	7770	1	41	48.74
358	13/06/2016	847.05	ENSINO MEDIO COMPLETO                                                                               	1658.51	345.47	ES	F	12	7770	0	52	53.24
359	30/08/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1761.51	386.96	RJ	F	12	7770	1	35	27.14
360	26/07/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1672.28	393.69	SE	F	12	7817	1	23	22.14
361	28/09/2016	1432.00	ENSINO MEDIO COMPLETO                                                                               	1500.00	361.45	SP	M	12	7817	0	64	63.84
362	27/05/2016	572.00	ENSINO MEDIO INCOMPLETO                                                                             	1128.50	254.41	CE	F	12	7817	0	73	79.47
363	13/09/2016	1155.68	ENSINO MEDIO INCOMPLETO                                                                             	700.02	144.37	RJ	M	12	7770	0	66	78.30
364	22/09/2016	940.00	ENSINO FUNDAMENTAL COMPLETO                                                                         	1759.57	417.27	AM	M	12	7770	1	46	48.44
365	14/09/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1904.56	391.40	AM	M	12	7770	0	42	45.42
366	15/07/2016	2447.12	ENSINO MEDIO INCOMPLETO                                                                             	450.00	107.61	SP	M	8	7770	0	77	83.23
367	20/06/2016	572.00	EDUCACAO SUPERIOR COMPLETO                                                                          	1073.90	245.70	RO	F	12	7817	0	57	69.49
368	12/08/2016	577.54	ENSINO MEDIO COMPLETO                                                                               	600.00	126.89	RJ	F	12	7770	0	61	78.53
369	13/07/2016	577.00	ENSINO FUNDAMENTAL COMPLETO                                                                         	1025.48	255.90	AL	M	12	7817	0	68	70.10
370	13/09/2016	1544.09	ENSINO MEDIO COMPLETO                                                                               	3731.28	769.53	PE	F	12	7831	0	57	70.35
371	11/10/2016	573.75	ENSINO MEDIO COMPLETO                                                                               	1144.35	247.08	PA	M	12	7770	1	62	75.45
372	20/04/2016	845.69	ENSINO MEDIO INCOMPLETO                                                                             	1609.68	326.98	MG	F	12	7770	1	53	45.35
373	26/10/2016	576.60	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1286.75	288.30	PE	F	12	7831	0	71	95.97
374	14/06/2016	908.85	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1933.42	406.60	PE	M	12	7770	1	43	41.83
375	16/09/2016	3862.89	ENSINO MEDIO COMPLETO                                                                               	5000.00	1066.58	RJ	M	12	7770	1	63	22.66
376	27/07/2016	574.71	ENSINO MEDIO COMPLETO                                                                               	1147.29	255.30	PE	F	12	7770	0	73	85.15
377	11/10/2016	1985.28	ENSINO MEDIO COMPLETO                                                                               	1300.00	273.50	SP	M	12	7770	0	64	60.68
378	19/10/2016	1814.97	ENSINO MEDIO COMPLETO                                                                               	881.41	176.96	GO	F	12	7770	1	66	81.38
379	24/10/2016	1574.12	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	2426.85	569.99	SP	M	12	7831	0	64	61.82
380	23/06/2016	572.00	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1120.73	255.90	PB	M	12	7770	0	68	65.34
381	20/09/2016	623.20	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1334.90	311.37	GO	F	12	7831	0	33	69.12
382	12/07/2016	1966.63	ENSINO MEDIO COMPLETO                                                                               	800.00	199.49	SP	M	12	7817	1	74	64.31
383	17/10/2016	616.10	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1098.10	268.26	PE	F	12	7770	0	78	67.90
384	13/07/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	500.00	106.16	AL	F	12	7770	1	53	63.01
385	17/10/2016	573.12	ENSINO MEDIO COMPLETO                                                                               	630.88	145.62	MG	F	12	7770	1	67	66.53
386	11/10/2016	2581.24	ENSINO MEDIO COMPLETO                                                                               	4656.90	1026.04	RN	M	12	7770	1	55	14.80
387	16/06/2016	572.00	ENSINO MEDIO COMPLETO                                                                               	689.75	164.07	PE	M	12	7770	0	67	81.81
388	27/10/2016	1600.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1000.00	236.69	SP	F	11	7770	0	58	80.33
389	10/05/2016	812.03	ENSINO MEDIO COMPLETO                                                                               	1372.16	356.96	SP	M	12	7817	1	33	36.65
390	22/08/2016	574.28	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	425.45	97.69	SP	F	12	7770	0	72	79.87
391	26/08/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	1661.40	393.52	PE	M	12	7817	1	25	27.10
392	25/07/2016	986.06	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1000.00	238.92	SP	F	12	7770	0	61	55.19
393	29/08/2016	1890.89	EDUCACAO SUPERIOR COMPLETO                                                                          	1000.00	261.24	SP	F	12	7770	0	35	15.21
394	12/05/2016	614.47	ENSINO FUNDAMENTAL COMPLETO                                                                         	1000.00	215.21	MG	M	12	7770	0	42	46.58
395	08/09/2016	2529.89	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1134.14	246.78	SP	M	12	7770	0	63	63.89
396	27/05/2016	572.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1087.73	254.41	PE	F	12	7817	1	44	58.05
397	15/02/2016	1245.49	ENSINO MEDIO COMPLETO                                                                               	1002.31	304.88	SP	M	5	7770	0	65	79.11
398	09/08/2016	800.00	ENSINO MEDIO COMPLETO                                                                               	500.00	120.14	SP	M	10	7770	0	50	25.97
399	20/09/2016	917.35	ENSINO MEDIO COMPLETO                                                                               	2023.31	410.40	SP	M	12	7770	0	58	48.51
400	05/09/2016	1284.15	ENSINO MEDIO COMPLETO                                                                               	1200.00	283.59	SP	M	12	7817	0	69	58.30
401	27/01/2016	1152.61	ENSINO FUNDAMENTAL COMPLETO                                                                         	657.49	145.80	SP	M	12	7770	0	54	65.11
402	19/07/2016	1239.76	ENSINO MEDIO COMPLETO                                                                               	1300.00	266.49	SP	F	12	7770	1	78	82.40
403	29/07/2016	880.00	ENSINO MEDIO COMPLETO                                                                               	560.22	124.99	BA	F	12	7770	0	39	40.54
404	19/07/2016	1094.81	ENSINO MEDIO COMPLETO                                                                               	461.06	97.07	RJ	F	12	7770	0	54	26.22
405	20/09/2016	666.64	ENSINO MEDIO COMPLETO                                                                               	496.70	117.67	AM	F	8	7770	0	75	100.00
406	14/10/2016	2177.37	ENSINO MEDIO COMPLETO                                                                               	820.74	177.46	SC	F	12	7770	1	44	47.44
407	23/05/2016	934.45	ENSINO MEDIO COMPLETO                                                                               	2000.25	403.64	AL	F	12	7770	0	64	64.91
408	28/06/2016	1504.55	ENSINO MEDIO COMPLETO                                                                               	2000.00	459.68	SP	F	12	7817	0	52	41.86
409	12/02/2016	572.00	ATE 4 SERIE INCOMPLETA DO ENSINO FUNDAMENTAL                                                        	1235.23	255.94	PB	F	12	7770	1	66	59.41
410	21/09/2016	784.06	ENSINO FUNDAMENTAL COMPLETO                                                                         	1387.21	347.46	SP	M	12	7770	0	66	33.87
411	16/08/2016	1629.92	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1000.00	204.55	RS	F	12	7770	0	60	60.69
412	09/09/2016	2628.09	EDUCACAO SUPERIOR COMPLETO                                                                          	308.90	65.69	SP	M	12	7770	1	52	60.15
413	17/05/2016	2129.34	EDUCACAO SUPERIOR INCOMPLETO                                                                        	308.22	62.35	AL	M	12	7770	1	62	67.95
414	09/09/2016	2202.22	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	3588.03	966.31	SP	M	12	7817	1	62	31.05
415	08/08/2016	1294.40	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	1999.68	506.85	MG	M	8	7770	0	64	75.25
416	06/09/2016	924.44	4 SERIE COMPLETA DO ENSINO FUNDAMENTAL                                                              	1007.76	230.60	RS	M	12	7770	1	62	46.55
417	06/09/2016	349.31	ENSINO MEDIO COMPLETO                                                                               	716.59	156.27	PE	F	12	7770	0	53	79.02
418	15/08/2016	644.38	ENSINO MEDIO COMPLETO                                                                               	1340.43	283.26	SP	F	12	7770	0	64	75.82
419	05/02/2016	572.00	DA 5 A 8 SERIE DO ENSINO FUNDAMENTAL                                                                	446.18	99.43	GO	F	12	7770	0	68	83.94
